City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather Description
347,Oranjemund,NA,-28.55,16.4333,58.64,56,1,10.31,clear sky
348,Sioux Lookout,CA,50.1001,-91.917,62.67,63,75,10.36,broken clouds
349,Micheweni,TZ,-4.9667,39.8333,81.86,63,85,7.36,overcast clouds
350,Sabang,ID,5.8933,95.3214,82.76,71,98,9.91,overcast clouds
351,Inuvik,CA,68.3499,-133.7218,46.11,82,91,2.53,overcast clouds
352,Namatanai,PG,-3.6667,152.4333,79.59,81,95,9.15,light rain
353,Norfolk,US,42.1668,-71.2495,71.94,90,75,5.75,broken clouds
354,Mendoza,AR,-32.8908,-68.8272,52.61,28,0,0.83,clear sky
355,Gazli,UZ,40.1333,63.45,93.47,9,0,9.4,clear sky
356,Itoman,JP,26.1247,127.6694,86.02,74,20,10.36,few clouds
357,Tomatlan,MX,19.9333,-105.25,73.45,96,69,2.82,broken clouds
358,Bintulu,MY,3.1667,113.0333,82.81,69,79,5.06,broken clouds
359,Naze,JP,28.3667,129.4833,80.19,80,36,12.5,scattered clouds
360,Svetlaya,RU,46.5389,138.3297,59.58,82,100,12.75,light rain
361,Mayskiy,RU,47.6931,40.1025,69.21,21,6,9.35,clear sky
362,Skelleftea,SE,64.7507,20.9528,48.56,66,75,4.61,broken clouds
363,Banda Aceh,ID,5.5577,95.3222,84.65,65,75,9.4,broken clouds
364,Carutapera,BR,-1.195,-46.02,76.06,90,9,7.52,clear sky
365,Grand-Lahou,CI,5.1367,-5.0242,77.79,86,98,8.08,overcast clouds
366,Pochutla,MX,15.7432,-96.4661,77.83,94,66,2.91,broken clouds
367,Chicama,PE,-7.8447,-79.1469,61.83,86,100,4.59,overcast clouds
368,Verkhnyaya Inta,RU,65.9811,60.3094,48.16,64,83,16.96,broken clouds
369,Souillac,MU,-20.5167,57.5167,76.35,67,7,12.19,clear sky
370,Channel-Port Aux Basques,CA,47.5702,-59.1367,61.63,92,100,26.04,overcast clouds
371,Provideniya,RU,64.3833,-173.3,39.45,66,100,3.02,overcast clouds
372,Arlit,NE,18.7369,7.3853,99.39,12,4,5.73,clear sky
373,Leh,IN,34.1667,77.5833,65.19,22,23,4.85,few clouds
374,Plettenberg Bay,ZA,-34.0527,23.3716,53.92,86,100,3.15,light rain
375,Jumla,NP,29.2747,82.1838,62.01,92,100,0.92,moderate rain
376,Ixtapa,MX,20.7,-105.2,76.23,98,69,2.55,broken clouds
377,Surt,LY,31.2089,16.5887,80.02,48,0,3.8,clear sky
378,Qaqortoq,GL,60.7167,-46.0333,34.3,56,100,2.66,overcast clouds
379,Nome,US,64.5011,-165.4064,44.67,82,90,9.22,overcast clouds
380,Ahome,MX,25.9167,-109.1833,79.09,91,25,5.66,scattered clouds
381,Itamaraca,BR,-7.7478,-34.8256,77.05,84,11,10.18,few clouds
382,College,US,64.8569,-147.8028,42.58,75,75,0.0,broken clouds
383,Shimoda,JP,34.6667,138.95,72.86,78,42,14.65,scattered clouds
384,Panama City,PA,8.9936,-79.5197,73.17,95,90,0.0,overcast clouds
385,Mishkino,RU,55.3389,63.9175,58.78,37,13,16.06,few clouds
386,Cordenons,IT,45.9836,12.6949,76.75,74,100,2.17,light rain
387,Izumo,JP,35.3667,132.7667,72.97,83,100,7.83,overcast clouds
388,Rio Grande,BR,-32.035,-52.0986,50.11,82,0,6.2,clear sky
389,Khandyga,RU,62.6667,135.6,53.78,68,100,3.02,overcast clouds
390,Torata,PE,-17.0769,-70.8433,54.37,46,86,1.39,overcast clouds
391,Mtimbira,TZ,-8.7833,36.35,90.05,38,63,5.39,broken clouds
392,Birin,NP,26.8865,88.0718,73.29,76,71,4.36,broken clouds
393,Celestun,MX,20.8667,-90.4,77.86,84,45,9.89,scattered clouds
394,Airai,TL,-8.9266,125.4092,68.49,61,49,4.61,scattered clouds
395,Sovetskaya Gavan,RU,48.9723,140.2878,58.69,82,100,12.64,overcast clouds
396,Viseu,PT,40.661,-7.9097,64.89,66,0,2.1,clear sky
397,Victoria,HK,22.2855,114.1577,88.32,74,43,1.01,moderate rain
398,Oksovskiy,RU,62.6062,39.8984,45.73,59,77,8.12,broken clouds
399,Awbari,LY,26.5921,12.7805,86.09,19,0,14.97,clear sky
400,Copiapo,CL,-27.3667,-70.3333,49.69,64,0,0.65,clear sky
401,Mapiripan,CO,2.8892,-72.1256,70.7,98,100,3.36,overcast clouds
402,Grand Gaube,MU,-20.0064,57.6608,76.37,74,9,8.99,clear sky
403,Lubao,PH,14.9167,120.55,84.15,78,89,2.21,overcast clouds
404,Eyl,SO,7.9803,49.8164,92.8,47,100,23.06,overcast clouds
405,Leningradskiy,RU,69.3833,178.4167,29.08,90,100,5.35,light snow
406,Sobolevo,RU,54.4299,31.8996,51.35,56,6,4.63,clear sky
407,Katobu,ID,-4.9408,122.5276,79.11,78,98,6.6,overcast clouds
408,Platanos,GR,37.6667,21.6167,88.57,38,7,6.44,clear sky
409,Portel,BR,-1.9356,-50.8211,72.27,96,14,3.71,few clouds
410,Virginia Beach,US,36.8529,-75.978,75.22,94,40,0.0,scattered clouds
411,Olafsvik,IS,64.8945,-23.7142,51.82,89,100,13.85,overcast clouds
412,Andenes,NO,69.3143,16.1194,48.18,71,0,16.11,clear sky
413,Durban,ZA,-29.8579,31.0292,63.91,97,100,1.99,moderate rain
414,Constitucion,CL,-35.3333,-72.4167,48.76,80,0,6.08,clear sky
415,Dharchula,IN,29.85,80.5333,74.43,88,100,3.69,moderate rain
416,Oktyabrskiy,RU,54.4815,53.471,47.98,58,93,14.58,overcast clouds
417,Mokhsogollokh,RU,61.4681,128.9203,46.38,97,100,7.99,light rain
418,Chardara,KZ,41.2547,67.9692,88.61,17,0,6.93,clear sky
419,Mumford,GH,5.2618,-0.759,77.85,83,76,6.8,broken clouds
420,Obidos,BR,-1.9175,-55.5181,73.87,74,0,3.53,clear sky
421,Sokoto,NG,13.0609,5.239,85.93,61,93,10.04,overcast clouds
422,Geraldton,AU,-28.7667,114.6,63.01,55,75,16.11,broken clouds
423,Kiunga,PG,-6.1219,141.2906,73.53,98,100,2.71,light rain
424,Kavaratti,IN,10.5669,72.642,81.14,81,99,15.57,overcast clouds
425,Dunedin,NZ,-45.8742,170.5036,44.8,68,99,6.17,overcast clouds
426,Nanortalik,GL,60.1432,-45.2371,37.36,84,100,13.27,overcast clouds
427,San Jose,US,37.3394,-121.895,59.61,83,1,1.01,clear sky
428,Buraydah,SA,26.326,43.975,95.88,12,0,2.62,clear sky
429,Salalah,OM,17.0151,54.0924,86.09,84,75,13.8,broken clouds
430,Qujing,CN,25.4833,103.7833,71.69,72,90,9.78,overcast clouds
431,Dahuk,IQ,36.8695,42.994,88.99,16,0,9.91,clear sky
432,Sakaiminato,JP,35.55,133.2333,74.7,75,96,13.06,overcast clouds
433,Bulawayo,ZW,-20.15,28.5833,88.11,17,3,10.92,clear sky
434,Xuddur,SO,4.1213,43.8894,89.73,40,74,18.3,broken clouds
435,Neringa,LT,55.3719,21.0647,57.29,78,100,20.89,overcast clouds
436,Bogorodskoye,RU,56.55,37.8833,45.7,73,100,6.31,overcast clouds
437,Mareeba,AU,-17.0,145.4333,67.44,76,3,4.07,clear sky
438,Majene,ID,-3.5403,118.9707,80.42,80,100,2.06,overcast clouds
439,Carstairs,CA,51.5668,-114.102,43.05,57,3,8.14,clear sky
440,French Harbor,HN,16.35,-86.4333,82.99,96,24,9.57,few clouds
441,Mehriz,IR,31.5917,54.4318,90.1,4,0,4.94,clear sky
442,Smithers,CA,54.7804,-127.1743,42.12,80,93,3.0,overcast clouds
443,Pueblo,US,38.2545,-104.6091,77.58,62,1,1.01,clear sky
444,Itiuba,BR,-10.6917,-39.8536,67.39,88,68,6.22,broken clouds
445,Komsomolskiy,UZ,40.4272,71.7189,88.52,19,0,9.22,clear sky
446,Morondava,MG,-20.2833,44.2833,82.67,56,6,10.18,clear sky
447,Portland,US,45.5234,-122.6762,51.84,76,1,1.01,clear sky
448,Asau,RO,46.4333,26.4,74.95,46,10,2.35,clear sky
449,Chabahar,IR,25.2919,60.643,87.06,58,50,11.32,scattered clouds
450,Ilo,PE,-17.6394,-71.3375,58.44,85,76,8.21,broken clouds
451,Antofagasta,CL,-23.65,-70.4,55.6,76,37,5.61,scattered clouds
452,Kutulik,RU,53.3508,102.7839,57.31,64,90,5.41,overcast clouds
453,Mikhaylovka,RU,50.06,43.2379,62.53,34,45,13.78,scattered clouds
454,Lawrence,US,38.9717,-95.2353,67.66,94,1,4.61,clear sky
455,Honolulu,US,21.3069,-157.8583,78.62,73,20,6.91,few clouds
456,Benidorm,ES,38.5382,-0.131,83.32,57,0,5.77,clear sky
457,Bijawar,IN,24.6333,79.5,77.34,91,100,10.07,overcast clouds
458,Marzuq,YE,14.4,46.4667,93.15,13,47,9.64,scattered clouds
459,Kavieng,PG,-2.5744,150.7967,81.18,78,75,9.48,light rain
460,Mount Isa,AU,-20.7333,139.5,82.17,17,5,2.3,clear sky
461,Drovyanaya,RU,51.5833,113.0333,60.31,43,76,12.53,broken clouds
462,Muli,MV,2.9167,73.5667,84.34,66,90,9.48,overcast clouds
463,Barstow,US,34.8986,-117.0228,77.7,23,0,6.64,clear sky
464,Pangoa,PE,-12.1167,-73.0,64.15,96,53,3.29,broken clouds
465,Igrim,RU,63.1906,64.4162,51.64,58,100,15.28,overcast clouds
466,Red Bluff,US,40.1785,-122.2358,69.93,52,1,0.0,clear sky
467,Novopavlovka,RU,51.2172,109.2091,63.93,44,48,6.91,scattered clouds
468,Diego De Almagro,CL,-26.3667,-70.05,50.83,38,0,0.89,clear sky
469,Khorixas,NA,-20.3667,14.9667,76.53,10,0,5.66,clear sky
470,Zwedru,LR,6.0667,-8.1281,74.14,94,100,2.89,overcast clouds
471,Bandar,ID,2.05,99.75,88.38,62,46,3.0,scattered clouds
472,Champasak,LA,14.75,106.0,86.88,70,100,1.63,overcast clouds
473,Illela,NG,13.7292,5.2975,87.82,57,93,8.41,overcast clouds
474,Shestakovo,RU,56.4915,103.96,48.52,59,100,2.13,overcast clouds
475,Samarai,PG,-10.6167,150.6667,77.54,80,100,18.88,overcast clouds
476,Ginir,ET,7.1333,40.7,71.02,53,92,7.14,moderate rain
477,Issa,RU,53.8705,44.8578,45.52,86,100,11.36,overcast clouds
478,Zaysan,KZ,47.4667,84.8667,80.31,14,95,8.1,overcast clouds
479,Grenada,ES,37.1882,-3.6067,71.69,69,0,4.61,clear sky
480,The Valley,AI,18.217,-63.0578,82.26,74,44,17.34,scattered clouds
481,Colquechaca,BO,-18.6667,-66.0167,33.39,87,100,4.56,overcast clouds
482,Iqaluit,CA,63.7506,-68.5145,33.53,100,90,4.61,overcast clouds
483,Ucluelet,CA,48.9329,-125.5528,45.09,85,0,6.06,clear sky
484,Kedrovyy,RU,56.1667,91.8167,48.61,89,100,1.59,overcast clouds
485,Svobodnyy,RU,51.4,128.1333,58.41,73,40,5.97,scattered clouds
486,Honggang,CN,46.4667,124.8667,64.62,60,4,5.95,clear sky
487,Eggenfelden,DE,48.4054,12.7626,68.79,97,100,5.77,overcast clouds
488,Harper,LR,4.375,-7.7169,78.24,81,100,6.55,overcast clouds
489,Bhadrachalam,IN,17.6667,80.8833,87.85,68,100,6.49,overcast clouds
490,Ibra,OM,22.6906,58.5334,104.09,10,56,4.81,broken clouds
491,Hasaki,JP,35.7333,140.8333,72.0,68,97,17.63,overcast clouds
492,Zyryanka,RU,65.75,150.85,46.24,71,53,7.63,broken clouds
493,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,72,75,9.22,broken clouds
494,Belle Fourche,US,44.6714,-103.8522,75.06,26,15,6.67,few clouds
495,Port Lincoln,AU,-34.7333,135.8667,64.15,52,65,24.32,light rain
496,Tulsipur,NP,28.131,82.2973,68.05,94,100,3.74,moderate rain
497,Si Sa Ket,TH,14.8333,104.3333,87.03,67,100,4.99,overcast clouds
498,Ferrol,ES,43.4832,-8.2369,70.72,89,82,4.97,broken clouds
499,Staroutkinsk,RU,57.2302,59.3348,38.52,98,100,9.46,overcast clouds
500,Jumilla,ES,38.4792,-1.325,76.77,50,0,4.05,clear sky
501,Mayumba,GA,-3.432,10.6554,77.52,85,99,5.99,overcast clouds
502,Nara,JP,34.6851,135.8049,74.48,78,99,6.04,overcast clouds
503,Olga,RU,43.7444,135.2892,60.24,74,100,3.22,overcast clouds
504,Haines Junction,CA,60.7522,-137.5108,35.55,80,100,1.14,overcast clouds
505,Waingapu,ID,-9.6567,120.2641,86.29,57,35,14.92,scattered clouds
506,Cabinda,AO,-5.55,12.2,77.27,82,94,6.51,overcast clouds
507,Buin,CL,-33.7333,-70.75,42.84,45,0,3.15,clear sky
508,Batagay-Alyta,RU,67.8006,130.4114,51.06,62,100,6.38,overcast clouds
509,Cayenne,GF,4.9333,-52.3333,78.1,88,0,0.0,clear sky
510,Xining,CN,36.6167,101.7667,67.91,42,66,5.73,broken clouds
511,Rorvik,NO,64.8621,11.2373,53.58,66,99,10.76,overcast clouds
512,Wawa,NG,9.9022,4.4192,75.9,89,99,4.92,overcast clouds
513,Juegang,CN,32.3174,121.1855,75.13,82,100,13.82,overcast clouds
514,Neiafu,TO,-18.65,-173.9833,78.17,83,2,17.34,clear sky
515,Pangai,TO,-19.8,-174.35,77.16,84,15,16.24,few clouds
516,Ekibastuz,KZ,51.6667,75.3667,75.79,22,75,13.04,broken clouds
517,Sinnamary,GF,5.3833,-52.95,78.33,84,4,6.6,clear sky
518,Payakumbuh,ID,-0.2202,100.6308,80.08,80,59,1.14,light rain
519,Kincardine,GB,56.0667,-3.7167,62.01,81,38,5.91,scattered clouds
520,Moindou,NC,-21.6924,165.677,66.15,54,69,8.79,broken clouds
521,Morlaix,FR,48.5833,-4.0,64.45,89,0,4.61,clear sky
522,Kadoshkino,RU,54.0257,44.4191,44.51,88,99,9.55,overcast clouds
523,Silver City,US,32.7701,-108.2803,67.62,45,1,3.0,clear sky
524,El Alto,PE,-4.2714,-81.2147,62.65,83,51,12.57,broken clouds
525,Los Algarrobos,PA,8.5,-82.4333,72.9,92,93,0.72,overcast clouds
526,Mawlaik,MM,23.6333,94.4167,83.14,88,98,0.96,overcast clouds
527,Bollnas,SE,61.3482,16.3946,50.4,73,100,5.97,overcast clouds
528,Prachuap Khiri Khan,TH,12.2167,99.75,77.31,79,100,6.15,overcast clouds
529,Sandnessjoen,NO,66.0217,12.6316,55.51,58,40,2.3,scattered clouds
530,Bousso,TD,10.4795,16.7117,87.49,61,91,5.17,overcast clouds
531,Kuytun,RU,54.3419,101.5036,46.98,91,99,2.37,light rain
532,Vila,PT,42.0304,-8.1588,61.32,83,36,4.07,scattered clouds
533,Rocha,UY,-34.4833,-54.3333,46.56,76,0,6.96,clear sky
534,Karatau,KZ,43.1667,70.4667,87.33,13,0,13.82,clear sky
535,Nazare,BR,-13.035,-39.0144,71.8,88,98,1.52,overcast clouds
536,Ewa Beach,US,21.3156,-158.0072,78.75,77,1,4.61,clear sky
537,Mineiros,BR,-17.5694,-52.5511,70.84,59,6,5.48,clear sky
538,Barkhan,PK,29.8977,69.5256,93.76,20,0,4.97,clear sky
539,Amiens,FR,49.9,2.3,65.26,72,100,4.07,overcast clouds
540,Qasigiannguit,GL,68.8193,-51.1922,25.05,70,63,7.31,broken clouds
541,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.6,100,75,9.22,broken clouds
542,Comitan,MX,16.25,-92.1333,58.41,93,89,2.17,overcast clouds
543,Kalmunai,LK,7.4167,81.8167,86.43,65,81,9.82,broken clouds
544,Ikalamavony,MG,-21.15,46.5833,85.59,24,12,4.45,few clouds
545,Camopi,GF,3.1655,-52.3158,70.21,100,34,1.52,scattered clouds
546,Shenjiamen,CN,29.9576,122.298,77.2,80,100,19.89,overcast clouds
547,Tukrah,LY,32.5341,20.5791,80.73,55,0,10.85,clear sky
548,Kopavogur,IS,64.1123,-21.913,51.85,82,75,14.97,broken clouds
549,Owando,CG,-0.4819,15.8999,87.13,54,97,4.54,light rain
550,Evanston,US,42.0411,-87.6901,62.6,82,1,0.0,clear sky
551,Panguna,PG,-6.3164,155.4848,67.75,96,48,2.37,scattered clouds
552,Port Hueneme,US,34.1478,-119.1951,63.34,90,90,0.0,overcast clouds
553,Iskateley,RU,67.6803,53.1512,48.74,64,100,16.49,overcast clouds
554,Nakskov,DK,54.8373,11.1284,63.14,93,70,19.82,broken clouds
555,Gustavo Diaz Ordaz,MX,26.2333,-98.5833,78.69,90,45,6.02,scattered clouds
556,Turukhansk,RU,65.8167,87.9833,43.88,84,100,8.61,overcast clouds
557,Sangar,RU,63.9242,127.4739,45.48,98,100,5.32,light rain
558,Zatreni,RO,44.7667,23.85,81.57,30,6,4.36,clear sky
559,Muros,ES,42.7762,-9.0603,72.23,74,0,8.16,clear sky
560,Marsa Matruh,EG,31.3525,27.2453,81.5,49,0,18.3,clear sky
561,Magadan,RU,59.5667,150.8,48.09,80,0,2.04,clear sky
562,Ivanava,BY,52.1451,25.5365,64.58,61,100,11.21,overcast clouds
563,Tazmalt,DZ,36.3868,4.3989,90.27,24,71,8.59,broken clouds
564,Fort Nelson,CA,58.8053,-122.7002,40.59,93,75,0.0,light intensity shower rain
565,Nador,MA,35.174,-2.9287,78.87,60,20,4.61,few clouds
566,Honiton,GB,50.7996,-3.189,65.82,95,75,1.99,broken clouds
567,Nizhnevartovsk,RU,60.9344,76.5531,50.02,93,90,8.95,overcast clouds
568,Tuy Hoa,VN,13.0833,109.3,84.31,74,100,9.93,overcast clouds
569,Bull Savanna,JM,17.8868,-77.5902,75.81,87,42,6.26,scattered clouds
570,Winona,US,43.9666,-91.7668,63.39,67,90,3.44,overcast clouds
571,Rovaniemi,FI,66.5,25.7167,40.41,87,75,2.3,broken clouds
572,Jawhar,SO,2.7809,45.5005,90.63,47,83,18.12,broken clouds
573,Kattivakkam,IN,13.2167,80.3167,96.89,63,82,10.16,broken clouds
574,Cucuta,CO,7.8833,-72.5053,71.8,73,81,4.16,broken clouds
575,Palaiokhorion,GR,40.95,24.1833,79.75,56,1,3.11,clear sky
576,Jiazi,CN,22.8779,116.067,87.03,67,62,8.12,broken clouds
577,Shakiso,ET,5.75,38.9167,66.4,79,99,5.06,light rain
578,Thinadhoo,MV,0.5333,72.9333,84.72,65,89,9.93,overcast clouds
579,Ciudad Bolivar,VE,8.1222,-63.5497,74.84,91,1,5.32,clear sky
580,San Rafael Del Sur,NI,11.8485,-86.4384,74.79,89,100,2.13,overcast clouds
581,Menongue,AO,-14.6585,17.691,88.84,9,2,6.15,clear sky
582,Inhambane,MZ,-23.865,35.3833,83.75,52,0,7.96,clear sky
583,Pontes E Lacerda,BR,-15.2261,-59.3353,75.52,75,99,1.3,overcast clouds
584,Tucurui,BR,-3.7661,-49.6725,70.43,97,29,3.65,scattered clouds
585,Miranda,CO,3.2499,-76.2281,62.73,84,82,2.17,broken clouds
586,Lucapa,AO,-8.4192,20.7447,87.85,39,92,4.56,overcast clouds
587,Amahai,ID,-3.3333,128.9167,79.43,84,93,5.86,overcast clouds
588,Constantine,DZ,36.365,6.6147,81.81,54,40,6.91,scattered clouds
589,Voh,NC,-20.9667,164.7,66.27,63,79,5.95,broken clouds
590,Tolaga Bay,NZ,-38.3667,178.3,51.39,93,73,7.67,broken clouds
591,Pangnirtung,CA,66.1451,-65.7125,34.34,70,100,2.3,overcast clouds
592,Flin Flon,CA,54.7682,-101.865,46.8,54,0,11.61,clear sky
593,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,46.36,82,0,6.2,clear sky
594,Chingirlau,KZ,51.095,54.0814,63.32,33,7,11.16,clear sky
595,Cabo Rojo,PR,18.0866,-67.1457,79.79,86,84,6.62,broken clouds
596,Jose Bonifacio,BR,-21.0528,-49.6883,69.06,87,36,9.86,scattered clouds
597,Lewiston,US,44.1003,-70.2148,65.75,96,75,6.91,broken clouds
598,Kuching,MY,1.55,110.3333,89.82,51,40,6.91,scattered clouds
599,Whitehorse,CA,60.7161,-135.0538,41.77,70,75,13.8,broken clouds
600,Gunjur,GM,13.2019,-16.7339,79.92,83,100,7.99,overcast clouds
601,Port Hardy,CA,50.6996,-127.4199,50.0,93,1,8.05,clear sky
602,Okhotsk,RU,59.3833,143.3,51.6,89,97,9.04,overcast clouds
603,Puerto Narino,CO,-3.7703,-70.3831,73.35,99,25,1.88,scattered clouds
604,Bismil,TR,37.8486,40.6658,86.11,22,0,9.78,clear sky
605,Searcy,US,35.2506,-91.7363,71.08,96,75,3.44,broken clouds
606,Kinablangan,PH,7.6947,126.5503,80.38,80,99,2.42,overcast clouds
607,Paamiut,GL,61.994,-49.6678,37.15,70,100,2.42,overcast clouds
608,Nizwa,OM,22.9333,57.5333,102.24,12,75,8.68,broken clouds
609,Bandarbeyla,SO,9.4942,50.8122,91.94,49,79,23.64,broken clouds
610,Alofi,NU,-19.0595,-169.9187,77.5,77,4,20.51,clear sky
611,Rwamagana,RW,-1.9487,30.4347,78.24,39,92,4.45,overcast clouds
612,Kastoria,GR,40.5167,21.2667,78.39,23,57,2.77,broken clouds
613,Indaiatuba,BR,-23.0903,-47.2181,67.86,82,75,18.41,broken clouds
614,Vestmannaeyjar,IS,63.4427,-20.2734,52.79,100,75,12.66,mist
615,Cuiluan,CN,47.72,128.648,54.72,97,100,6.04,overcast clouds
616,Suntar,RU,62.1444,117.6319,49.03,65,100,5.97,light rain
617,Homa Bay,KE,-0.5273,34.4571,79.63,51,80,6.38,broken clouds
618,Podosinovets,RU,60.2776,47.0659,44.64,86,100,10.92,overcast clouds
619,Gao,ML,16.6362,1.637,90.72,42,23,10.18,few clouds
620,Ostersund,SE,63.1792,14.6357,46.85,87,90,14.97,overcast clouds
621,Neryungri,RU,56.6709,124.6491,35.37,97,100,13.85,light rain
622,Fenoarivo,MG,-18.933,47.4354,77.07,38,40,5.75,scattered clouds
623,Tambopata,PE,-12.7333,-69.1833,70.07,97,100,2.08,overcast clouds
624,Mattru,SL,7.6244,-11.8332,74.35,94,100,1.97,overcast clouds
625,Vicuna,CL,-30.0319,-70.7081,40.73,39,2,2.48,clear sky
626,Rawlins,US,41.7911,-107.2387,57.42,33,1,8.05,clear sky
627,Lukovetskiy,RU,64.2956,41.9211,44.58,71,86,7.31,overcast clouds
628,Pinega,RU,64.7001,43.3936,42.48,80,82,8.57,broken clouds
629,Karratha,AU,-20.7377,116.8463,86.0,25,12,14.54,few clouds
630,Suphan Buri,TH,14.4742,100.1222,84.45,74,100,7.25,light rain
631,Roald,NO,62.5833,6.1333,57.0,94,75,3.44,broken clouds
632,Fernley,US,39.608,-119.2518,70.21,21,2,1.99,clear sky
633,Presidente Dutra,BR,-5.29,-44.49,72.07,87,20,1.63,few clouds
634,Hobyo,SO,5.3505,48.5268,84.38,68,23,24.38,few clouds
635,Bonthe,SL,7.5264,-12.505,75.99,89,100,2.68,moderate rain
636,Roma,US,43.2128,-75.4557,61.66,97,90,4.61,overcast clouds
637,Buzuluk,RU,52.7807,52.2635,54.1,53,99,10.67,overcast clouds
638,Khani,GE,41.9563,42.9566,71.17,68,32,6.53,scattered clouds
639,Hargeysa,SO,9.56,44.065,85.82,33,92,12.59,overcast clouds
640,Anadyr,RU,64.75,177.4833,43.3,75,20,13.42,few clouds
641,Acarau,BR,-2.8856,-40.12,78.15,85,18,13.13,few clouds
642,Gharo,PK,24.7424,67.5856,100.62,33,12,7.18,few clouds
643,Port Keats,AU,-14.25,129.55,82.53,70,32,6.98,scattered clouds
644,Araouane,ML,18.9048,-3.5265,93.56,30,58,10.25,broken clouds
645,Kimbe,PG,-5.5502,150.1429,76.35,90,100,2.84,moderate rain
646,Kusti,SD,13.1629,32.6635,91.99,41,30,4.5,scattered clouds
647,Khasan,RU,42.4308,130.6434,63.75,88,100,2.93,overcast clouds
648,Verkhoyansk,RU,67.5447,133.385,53.83,59,97,4.43,overcast clouds
649,Katangli,RU,51.7102,143.2326,56.08,79,96,8.84,overcast clouds
650,Kribi,CM,2.95,9.9167,80.96,77,65,5.48,light rain
651,Ponta Pora,BR,-22.5361,-55.7256,61.83,98,64,2.8,broken clouds
652,Enfield,AU,-34.8526,138.6026,69.58,41,0,10.36,clear sky
653,Nouadhibou,MR,20.931,-17.0347,75.18,73,0,19.57,clear sky
654,Kirakira,SB,-10.4544,161.9205,78.4,83,89,9.62,overcast clouds
655,Evensk,RU,61.95,159.2333,42.76,85,58,2.37,broken clouds
656,Hirara,JP,24.8,125.2833,84.06,83,40,4.61,scattered clouds
657,Karasjok,NO,69.4719,25.5112,42.91,76,100,7.38,overcast clouds
658,Orlik,RU,52.5178,99.825,59.54,36,44,10.89,scattered clouds
659,Amos,CA,48.5669,-78.1162,41.27,97,9,4.85,clear sky
660,Mamallapuram,IN,12.6264,80.1722,96.85,63,92,9.93,overcast clouds
661,Isangel,VU,-19.55,169.2667,71.71,83,87,3.44,overcast clouds
662,Quatre Cocos,MU,-20.2078,57.7625,76.08,70,6,8.57,clear sky
663,Wasilla,US,61.5814,-149.4394,46.38,80,90,5.01,overcast clouds
664,Coari,BR,-4.085,-63.1414,72.52,89,12,2.13,few clouds
665,Northam,GB,51.0333,-4.2167,65.71,91,27,5.75,scattered clouds
666,Cascais,PT,38.6979,-9.4215,75.16,75,20,8.01,few clouds
667,Abu Dhabi,AE,24.4667,54.3667,107.71,17,0,8.05,clear sky
668,Esmeraldas,BR,-19.7625,-44.3139,75.31,57,0,6.44,clear sky
669,Cap Malheureux,MU,-19.9842,57.6142,76.46,74,8,8.99,clear sky
670,Vanimo,PG,-2.6741,141.3028,76.5,93,100,11.72,overcast clouds
671,Mahanoro,MG,-19.9,48.8,76.91,64,32,8.93,scattered clouds
672,Akranes,IS,64.3218,-22.0749,54.81,87,94,17.02,overcast clouds
673,Ajdabiya,LY,30.7554,20.2263,82.27,40,0,5.57,clear sky
674,Russell,US,32.3502,-85.1999,72.68,91,90,3.44,overcast clouds
675,Kiruna,SE,67.8557,20.2251,38.32,75,40,12.66,scattered clouds
676,Yar-Sale,RU,66.8333,70.8333,44.73,66,99,14.38,overcast clouds
677,Koroni,GR,36.8,21.95,82.11,52,0,2.8,clear sky
678,Elko,US,41.0002,-115.5012,60.64,22,0,3.49,clear sky
679,Biak,ID,-0.9131,122.8766,75.99,85,100,4.88,heavy intensity rain
680,Kenai,US,60.5544,-151.2583,48.02,88,90,11.5,overcast clouds
681,Collie,AU,-33.3667,116.15,49.98,64,33,11.3,scattered clouds
682,Maiduguri,NG,11.8464,13.1603,89.71,53,70,8.93,broken clouds
683,Calvinia,ZA,-31.4707,19.776,55.71,37,0,4.43,clear sky
