City_ID,City,Country,Max Temp,Current Weather Description,Lat,Lng,Hotel Name
650,Kribi,CM,80.96,light rain,2.95,9.9167,Les Vagues bleues
653,Nouadhibou,MR,75.18,clear sky,20.931,-17.0347,El Medina
654,Kirakira,SB,78.4,overcast clouds,-10.4544,161.9205,SanBiz Lodge
656,Hirara,JP,84.06,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
661,Isangel,VU,71.71,overcast clouds,-19.55,169.2667,Tanna Lodge
662,Quatre Cocos,MU,76.08,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
664,Coari,BR,72.52,few clouds,-4.085,-63.1414,HOTEL ALEX FLAT
666,Cascais,PT,75.16,few clouds,38.6979,-9.4215,Hotel Vila Galé Cascais
668,Esmeraldas,BR,75.31,clear sky,-19.7625,-44.3139,Bom Será - Marcinho e Fernanda
669,Cap Malheureux,MU,76.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
670,Vanimo,PG,76.5,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
671,Mahanoro,MG,76.91,scattered clouds,-19.9,48.8,BUNGALOW MAHAMANINA
673,Ajdabiya,LY,82.27,clear sky,30.7554,20.2263,Almadina Hotel
674,Russell,US,72.68,overcast clouds,32.3502,-85.1999,Macs
677,Koroni,GR,82.11,clear sky,36.8,21.95,Apartments Xenios Zeus 1
679,Biak,ID,75.99,heavy intensity rain,-0.9131,122.8766,Penginapan Kim
